company_name,founded_year,company_hq_location,sector,company_description,founders,investor,amount_usd,funding_round,funding_month,funding_year
Delhivery,2011.0,Gurugram,Logistics & Supply Chain,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,Addition,76000000.0,Series I,9,2021
Flipspaces,2011.0,Mumbai,Design,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Kunal Sharma,Prashasta Seth,2000000.0,Pre-Series B,9,2021
Fleek,2021.0,Bengaluru,Internet,Fleek helps track & manage subscriptions in one place.,"Aditya Uttaravalli, Arvind Eashwar",Axilor,1000000.0,Seed,9,2021
GoKwik,2020.0,New Delhi,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Ankush Talwar, Chirag Taneja, Vivek Bajpai","Matrix Partners India, Jitendra Gupta, RTP Global",5000000.0,Pre-Series A,9,2021
Proeon,2018.0,Pune,Food Production,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.","Ashish Korde, Kevin Parekh","Shaival Desai, Flowstate Ventures",2000000.0,Seed,9,2021
InfyU Labs,2019.0,Gandhinagar,Agritech,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,"Amit Srivastava, Ankit Chauhan",IAN,200000.0,Seed,9,2021
TechEagle,2015.0,Gurugram,Aviation & Aerospace,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",Vikram Singh Meena,India Accelerator,500000.0,Seed,9,2021
Voxelgrids,2017.0,Bengaluru,Deep Tech,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",Arjun Arunachalam,Zoho,5000000.0,Unknown,9,2021
Cogos Technologies,2016.0,Bengaluru,Logistics & Supply Chain,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,Prasad Sreeram,Transworld Group,2000000.0,Pre-Series A,9,2021
Gigforce,2019.0,Gurugram,Staffing & Recruiting,A gig/on-demand staffing company.,"Chirag Mittal, Anirudh Syal",Endiya Partners,3000000.0,Pre-Series A,9,2021
Vahdam,2015.0,New Delhi,Food & Beverages,VAHDAM is among the world’s first vertically integrated online-first tea brands.,Bala Sarda,IIFL AMC,20000000.0,Series D,9,2021
Leap Finance,2019.0,Bengaluru,Financial Services,International education loans for high potential students.,"Arnav Kumar, Vaibhav Singh",Owl Ventures,55000000.0,Series C,9,2021
CollegeDekho,2015.0,Gurugram,Edtech,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals.",Ruchir Arora,"Winter Capital, ETS, Man Capital",26000000.0,Series B,9,2021
WeRize,2019.0,Bengaluru,Financial Services,India’s first socially distributed full stack financial services platform for small town India,"Vishal Chopra, Himanshu Gupta","3one4 Capital, Kalaari Capital",8000000.0,Series A,9,2021
Karbon Card,2019.0,Bengaluru,Fintech,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",Y Combinator,undisclosed,Unknown,8,2021
Factors.AI,2020.0,Bengaluru,Saas,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers","Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures",2000000.0,Unknown,8,2021
Elevar,2017.0,Mumbai,Sports,"A Revolutionary Sports Brand, Engineered For Those Who Want More.","Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital",2000000.0,Unknown,8,2021
Studio Sirah,2020.0,Bengaluru,Computer Games,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,"Abhaas Shah, Prateek Shah",Lumikai,800000.0,Unknown,8,2021
OTO Capital,2018.0,Mumbai,Fintech,The Future Of Vehicle Ownership!,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India,6000000.0,Unknown,8,2021
1Bridge,2016.0,Bengaluru,Consumer Goods,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village","Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners,2500000.0,Unknown,8,2021
Skeps,2018.0,Gurugram,Fintech,"A blockchain products company, developing a proprietary product in the FinTech space","Mayank Tewari, Tushar Srivastava",Bertelsmann India,9500000.0,Unknown,8,2021
Curefoods,2020.0,Bengaluru,Food & Beverages,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Unknown,8,2021
TartanSense,2015.0,Bengaluru,Information Technology & Services,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000.0,Unknown,8,2021
Bewakoof,2012.0,Mumbai,Apparel & Fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",Prabhkiran Singh,InvestCorp,8000000.0,Unknown,8,2021
Kirana247,2018.0,New Delhi,Logistics & Supply Chain,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,"Tarun Jiwarajka, Pankhuri Jiwarajka",,1000000.0,Unknown,8,2021
FanPlay,2020.0,,Computer Games,A real money game app specializing in trivia games,"Pritesh Kumar, Bharat Gupta",YC W21 - upsparks,1200000.0,Unknown,8,2021
NeoDocs,2020.0,Mumbai,Healthtech,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital",undisclosed,Unknown,8,2021
IsGoingOnline,2015.0,Cochin,Retail,Kochi-based digital catalogue and marketplace IsGoingOnline,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Unknown,8,2021
Camp K12,2010.0,Gurugram,Edtech,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",Anshul Bhagi,"Matrix Partners India, Elevation Capital",12000000.0,Unknown,8,2021
Elda Health,2020.0,Bengaluru,Healthcare,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",1500000.0,Unknown,8,2021
Sporjo,2020.0,Mumbai,Sportstech,A one stop destination to build a successful career in the Indian sports industry!,G Srinivvasan,Punit Balan,2000000.0,Unknown,8,2021
Advantage Club,2014.0,Mumbai,Hr Tech,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,Unknown,8,2021
SuperGaming,2017.0,Pune,Gaming,"At SuperGaming, building India's best gaming company.","Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Unknown,8,2021
Ruptok,2020.0,New Delhi,Fintech,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta,Eclear Leasing,1000000.0,Unknown,8,2021
Curefoods,2020.0,Bengaluru,Food & Beverages,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Unknown,8,2021
TartanSense,2015.0,Bengaluru,Information Technology & Services,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000.0,Series A,8,2021
Bewakoof,2012.0,Mumbai,Apparel & Fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",Prabhkiran Singh,InvestCorp,8000000.0,Unknown,8,2021
Kirana247,2018.0,New Delhi,Logistics & Supply Chain,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,"Tarun Jiwarajka, Pankhuri Jiwarajka",,1000000.0,Pre-Series A,8,2021
FanPlay,2020.0,,Computer Games,A real money game app specializing in trivia games,"Pritesh Kumar, Bharat Gupta",YC W21 - upsparks,1200000.0,Unknown,8,2021
NeoDocs,2020.0,Mumbai,Healthtech,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital",undisclosed,Pre-Seed,8,2021
IsGoingOnline,2015.0,Cochin,Retail,Kochi-based digital catalogue and marketplace IsGoingOnline,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Pre-Series A,8,2021
Camp K12,2010.0,Gurugram,Edtech,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",Anshul Bhagi,"Matrix Partners India, Elevation Capital",12000000.0,Series A,8,2021
Elda Health,2020.0,Bengaluru,Healthcare,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",1500000.0,Seed,8,2021
Sporjo,2020.0,Mumbai,Sportstech,A one stop destination to build a successful career in the Indian sports industry!,G Srinivvasan,Punit Balan,2000000.0,Pre-Series A,8,2021
Advantage Club,2014.0,Mumbai,Hr Tech,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,Unknown,8,2021
SuperGaming,2017.0,Pune,Gaming,"At SuperGaming, building India's best gaming company.","Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Series A,8,2021
Ruptok,2020.0,New Delhi,Fintech,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta,Eclear Leasing,1000000.0,Unknown,8,2021
O’ Be Cocktails,2019.0,Bengaluru,Wine & Spirits,India’s first and only Ready to Drink Premium Cocktails.,Nitesh Prakash,"First Cheque, Letsventure",400000.0,Unknown,8,2021
Zetwerk,2018.0,Bengaluru,Mechanical & Industrial Engineering,ZETWERK is a universal manufacturing network powered by new-age technology.,"Srinath Ramakkrushnan, Amrit Acharya",,150000000.0,Series E,8,2021
AppsForBharat,2020.0,Bengaluru,Spiritual,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",Prashant Sachan,"Sequoia Capital India, BEENEXT",4000000.0,Seed,8,2021
Imagimake,2011.0,Mumbai,Consumer Goods,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.","Disha Katharani, Ravi Jalan",Velocity,undisclosed,Unknown,8,2021
Khatabook,2018.0,Bengaluru,Financial Services,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,"Ravish Naresh, Ashish Sonone","Tribe Capital, Moore Strategic Ventures (MSV)",100000000.0,Series C,8,2021
Smytten,2015.0,Gurugram,Consumer Goods,India's largest premium discovery and trial platform!,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,6000000.0,Series A,8,2021
Syook,2016.0,Bengaluru,Industrial Automation,Syook is building the next generation enterprise IOT platform.,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",1000000.0,Series A,8,2021
Akudo,2020.0,Bengaluru,Fintech,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India",undisclosed,Pre-Seed,8,2021
NOTO,2019.0,Mumbai,Consumer Goods,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital, John Abraham, WEH Ventures",500000.0,Pre-Series A,8,2021
Lumiq,2013.0,Noida,Information Technology & Services,Help enterprises monetize their data and reinvent the digital transformation journey.,Shoaib Mohammad,Info Edge Ventures,2000000.0,Seed,8,2021
CommerceUp,2018.0,Gurugram,Information Technology & Services,Grow and manage ecommerce business from single dashboard,Piyush Pathak,NB Ventures,undisclosed,Seed,8,2021
Breathe Well-being,2015.0,Gurugram,"Health, Wellness & Fitness","Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.","Rohan Verma, Aditya Kaicker",Accel,5500000.0,Series A,8,2021
Hike,2012.0,New Delhi,Information Technology & Services,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,Kavin Bharti Mittal,"Binny Bansal, Kunal Shah",undisclosed,Unknown,8,2021
House of Kieraya,2013.0,Bengaluru,Lifestyle,"House of Kieraya, well-known for furniture and lifestyle rental brand ﻿Furlenco",Ajith Mohan Karimpana,TradeCred,15000000.0,Unknown,8,2021
goEgoNetwork,2019.0,Pune,Automotive,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.","Dheeman Kadam, Sayantan Chakraborti",,2000000.0,Unknown,8,2021
Probus,2017.0,New Delhi,Iot,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.","Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,500000.0,Bridge,8,2021
DrinkPrime,2016.0,Bengaluru,Consumer Goods,India's Smartest Water Purifiers and are redefining water purifier ownership.,Anil Kejriwal,"UC Inclusive Credit, Western Capital",1000000.0,Unknown,8,2021
Smart Express,,Mumbai,Logistics,India’s Most Innovative and Awarded Express Logistics Company.,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",10000000.0,Seed,8,2021
Smallcase,2015.0,Bengaluru,Fintech,Smallcase is a new way to invest in the stock markets.,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,40000000.0,Series C,8,2021
SATYA MicroCapital,2017.0,New Delhi,Banking,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,Vivek Tiwari,"responsAbility Investments, Blue Orchard",10000000.0,Unknown,8,2021
Snack Amor,2014.0,Mumbai,Food & Beverages,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",undisclosed,Unknown,8,2021
Postman,2014.0,Bengaluru,Computer Software,Postman is the collaboration platform for API development.,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners",225000000.0,Series D,8,2021
Hashnode,2016.0,Bengaluru,Computer Software,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",6700000.0,Series A,8,2021
RACEnergy,2018.0,Hyderabad,Automotive,RACEnergy is working to power the future of mobility through clean and efficient technologies.,Arun Sreyas Reddy,"Micelio Fund, growX ventures",1300000.0,Seed,8,2021
